ReviewID,ProductID,CustomerID,Rating,ReviewText,ReviewDate,datasource
REV-004137,PB-00029,CB-00865,5,"Would not recommend, poor build quality.",2024-12-24,store-b
REV-004138,PROD-A-00284,CUST-A-00662,5,"Would not recommend, poor build quality.",2025-06-07,store-a
REV-004139,PROD-A-00319,CUST-A-01363,2,Arrived on time and works perfectly.,2024-12-05,store-a
REV-004140,PB-00084,CB-00905,5,"Perfect gift, the recipient loved it!",2024-11-29,store-b
REV-004141,PROD-A-00111,CUST-A-00275,4,Exceeded my expectations in every way.,2024-08-16,store-a
REV-004142,PB-00114,CB-00053,5,Decent product for everyday use.,2024-12-26,store-b
REV-004143,PB-00307,CB-00485,2,Arrived on time and works perfectly.,2025-10-22,store-b
REV-004144,PROD-A-00434,CUST-A-01714,1,"Excellent value for money, highly recommend!",2024-05-10,store-a
REV-004145,PB-00180,CB-01434,2,"Great product, exactly what I needed!",2024-12-29,store-b
REV-004146,PB-00109,CB-00597,5,Best purchase I've made this year!,2024-04-04,store-b
REV-004147,PROD-A-00259,CUST-A-00242,3,"Great product, exactly what I needed!",2024-08-12,store-a
REV-004148,PROD-A-00296,CUST-A-00710,4,"Broke after two weeks, terrible quality.",2025-11-14,store-a
REV-004149,PB-00396,CB-00046,5,Exceeded my expectations in every way.,2024-11-27,store-b
REV-004150,PROD-A-00139,CUST-A-00292,5,Arrived on time and works perfectly.,2025-04-24,store-a
REV-004151,PROD-A-00043,CUST-A-01731,1,Absolutely love it! Will buy again.,2025-01-11,store-a
REV-004152,PROD-A-00160,CUST-A-01132,4,"Broke after two weeks, terrible quality.",2025-02-13,store-a
REV-004153,PROD-A-00320,CUST-A-00653,3,Exceeded my expectations in every way.,2025-10-21,store-a
REV-004154,PROD-A-00156,CUST-A-01273,3,Decent product for everyday use.,2024-04-20,store-a
REV-004155,PROD-A-00441,CUST-A-01230,1,Best purchase I've made this year!,2025-05-04,store-a
REV-004156,PROD-A-00092,CUST-A-00593,1,Good but shipping was too slow.,2024-05-03,store-a
REV-004157,PB-00069,CB-00131,3,Arrived on time and works perfectly.,2024-06-02,store-b
REV-004158,PB-00373,CB-00855,2,Quality could be better for the price.,2025-09-10,store-b
REV-004159,PROD-A-00130,CUST-A-00833,3,Best purchase I've made this year!,2024-11-07,store-a
REV-004160,PROD-A-00216,CUST-A-00456,4,"Okay for the price, gets the job done.",2024-01-15,store-a
REV-004161,PB-00332,CB-00205,1,"Great product, exactly what I needed!",2024-05-26,store-b
REV-004162,PROD-A-00156,CUST-A-01860,3,"Excellent value for money, highly recommend!",2024-05-20,store-a
REV-004163,PROD-A-00449,CUST-A-01649,2,"Okay for the price, gets the job done.",2025-08-22,store-a
REV-004164,PROD-A-00236,CUST-A-00905,2,Quality could be better for the price.,2024-08-13,store-a
REV-004165,PROD-A-00430,CUST-A-00640,5,"Not as described, very disappointed.",2024-05-08,store-a
REV-004166,PB-00050,CB-00426,4,Good but shipping was too slow.,2025-05-05,store-b
REV-004167,PROD-A-00032,CUST-A-01681,4,Best purchase I've made this year!,2024-07-01,store-a
REV-004168,PROD-A-00429,CUST-A-00876,5,Good but shipping was too slow.,2025-02-20,store-a
REV-004169,PROD-A-00286,CUST-A-00555,5,Absolutely love it! Will buy again.,2025-06-28,store-a
REV-004170,PB-00122,CB-01397,5,Arrived on time and works perfectly.,2025-12-31,store-b
REV-004171,PROD-A-00407,CUST-A-01512,1,Decent product for everyday use.,2024-03-14,store-a
REV-004172,PROD-A-00490,CUST-A-01283,1,"Average product, nothing special.",2024-04-18,store-a
REV-004173,PB-00138,CB-00183,4,Exceeded my expectations in every way.,2024-06-17,store-b
REV-004174,PB-00390,CB-00890,5,"Perfect gift, the recipient loved it!",2025-02-24,store-b
REV-004175,PB-00184,CB-01401,5,Good but shipping was too slow.,2024-12-24,store-b
REV-004176,PROD-A-00432,CUST-A-00954,5,Quality could be better for the price.,2024-08-19,store-a
REV-004177,PB-00149,CB-00733,5,"Would not recommend, poor build quality.",2025-10-17,store-b
REV-004178,PROD-A-00291,CUST-A-00667,5,Quality could be better for the price.,2024-07-02,store-a
REV-004179,PB-00127,CB-00265,1,"Okay for the price, gets the job done.",2024-02-09,store-b
REV-004180,PROD-A-00181,CUST-A-01064,1,Exceeded my expectations in every way.,2025-05-25,store-a
REV-004181,PB-00129,CB-01435,2,Best purchase I've made this year!,2024-09-09,store-b
REV-004182,PROD-A-00439,CUST-A-00029,1,"Great product, exactly what I needed!",2024-02-16,store-a
REV-004183,PROD-A-00340,CUST-A-01532,3,"Perfect gift, the recipient loved it!",2024-12-02,store-a
REV-004184,PROD-A-00360,CUST-A-00236,4,Decent product for everyday use.,2024-06-12,store-a
REV-004185,PROD-A-00113,CUST-A-01202,4,Best purchase I've made this year!,2025-06-11,store-a
REV-004186,PROD-A-00117,CUST-A-01640,3,"Excellent value for money, highly recommend!",2024-01-25,store-a
REV-004187,PB-00309,CB-00894,3,Exceeded my expectations in every way.,2025-04-27,store-b
REV-004188,PB-00219,CB-01115,5,Arrived on time and works perfectly.,2025-11-10,store-b
REV-004189,PB-00248,CB-00145,4,"Okay for the price, gets the job done.",2025-07-21,store-b
REV-004190,PB-00101,CB-00279,4,Best purchase I've made this year!,2024-02-22,store-b
REV-004191,PB-00051,CB-00301,2,Absolutely love it! Will buy again.,2025-02-08,store-b
REV-004192,PROD-A-00123,CUST-A-00586,4,"Would not recommend, poor build quality.",2024-11-27,store-a
REV-004193,PROD-A-00443,CUST-A-01514,1,Quality could be better for the price.,2024-01-28,store-a
REV-004194,PB-00239,CB-00684,1,Absolutely love it! Will buy again.,2024-11-10,store-b
REV-004195,PB-00290,CB-00842,1,Quality could be better for the price.,2025-03-23,store-b
REV-004196,PB-00400,CB-00192,5,Exceeded my expectations in every way.,2025-01-28,store-b
REV-004197,PB-00017,CB-01474,2,Arrived on time and works perfectly.,2025-02-15,store-b
REV-004198,PB-00126,CB-00533,4,Exceeded my expectations in every way.,2024-12-14,store-b
REV-004199,PB-00297,CB-00445,3,"Not as described, very disappointed.",2025-09-02,store-b
REV-004200,PB-00356,CB-00052,2,"Excellent value for money, highly recommend!",2024-05-02,store-b
REV-004201,PROD-A-00464,CUST-A-00880,4,"Would not recommend, poor build quality.",2025-01-22,store-a
REV-004202,PB-00020,CB-01330,3,Absolutely love it! Will buy again.,2024-09-15,store-b
REV-004203,PB-00141,CB-01355,5,"Perfect gift, the recipient loved it!",2025-07-05,store-b
REV-004204,PB-00398,CB-01314,1,"Perfect gift, the recipient loved it!",2025-05-26,store-b
REV-004205,PROD-A-00128,CUST-A-00917,2,Exceeded my expectations in every way.,2024-11-29,store-a
REV-004206,PB-00387,CB-00414,1,"Perfect gift, the recipient loved it!",2024-01-21,store-b
REV-004207,PB-00278,CB-01331,5,"Would not recommend, poor build quality.",2024-11-28,store-b
REV-004208,PROD-A-00288,CUST-A-00922,3,Absolutely love it! Will buy again.,2025-02-24,store-a
REV-004209,PB-00097,CB-01253,2,"Great product, exactly what I needed!",2025-03-19,store-b
REV-004210,PROD-A-00022,CUST-A-00449,3,"Great product, exactly what I needed!",2024-09-22,store-a
REV-004211,PROD-A-00461,CUST-A-01002,2,Quality could be better for the price.,2025-05-26,store-a
REV-004212,PROD-A-00324,CUST-A-00041,2,"Would not recommend, poor build quality.",2024-05-28,store-a
REV-004213,PB-00028,CB-00075,2,Quality could be better for the price.,2024-06-08,store-b
REV-004214,PROD-A-00246,CUST-A-01251,1,Good but shipping was too slow.,2025-05-22,store-a
REV-004215,PB-00379,CB-00934,2,"Okay for the price, gets the job done.",2024-10-09,store-b
REV-004216,PROD-A-00444,CUST-A-00578,1,"Would not recommend, poor build quality.",2025-09-16,store-a
REV-004217,PROD-A-00132,CUST-A-00774,1,Arrived on time and works perfectly.,2025-08-29,store-a
REV-004218,PROD-A-00396,CUST-A-01848,1,"Okay for the price, gets the job done.",2025-01-07,store-a
REV-004219,PROD-A-00010,CUST-A-01160,1,"Perfect gift, the recipient loved it!",2024-07-28,store-a
REV-004220,PB-00044,CB-00084,4,"Perfect gift, the recipient loved it!",2025-01-05,store-b
REV-004221,PB-00123,CB-00034,3,"Okay for the price, gets the job done.",2025-05-21,store-b
REV-004222,PROD-A-00212,CUST-A-01691,2,"Perfect gift, the recipient loved it!",2024-10-30,store-a
REV-004223,PB-00209,CB-00028,4,"Great product, exactly what I needed!",2025-02-16,store-b
REV-004224,PB-00134,CB-00815,1,"Perfect gift, the recipient loved it!",2024-04-24,store-b
REV-004225,PROD-A-00492,CUST-A-01935,1,Absolutely love it! Will buy again.,2024-12-08,store-a
REV-004226,PROD-A-00158,CUST-A-01740,1,Arrived on time and works perfectly.,2024-12-24,store-a
REV-004227,PROD-A-00447,CUST-A-01879,5,"Great product, exactly what I needed!",2025-10-04,store-a
REV-004228,PB-00211,CB-00816,1,Exceeded my expectations in every way.,2024-12-21,store-b
REV-004229,PROD-A-00480,CUST-A-01622,4,Absolutely love it! Will buy again.,2025-07-10,store-a
REV-004230,PB-00297,CB-01113,5,Exceeded my expectations in every way.,2024-02-13,store-b
REV-004231,PB-00364,CB-00630,1,Good but shipping was too slow.,2024-09-05,store-b
REV-004232,PROD-A-00445,CUST-A-01839,4,Arrived on time and works perfectly.,2025-03-14,store-a
REV-004233,PROD-A-00472,CUST-A-01295,5,Good but shipping was too slow.,2025-09-13,store-a
REV-004234,PROD-A-00114,CUST-A-00185,2,"Perfect gift, the recipient loved it!",2024-11-01,store-a
REV-004235,PB-00015,CB-00120,5,"Average product, nothing special.",2024-02-10,store-b
REV-004236,PB-00230,CB-01429,2,Arrived on time and works perfectly.,2024-07-22,store-b
REV-004237,PROD-A-00033,CUST-A-01775,4,Absolutely love it! Will buy again.,2024-12-06,store-a
REV-004238,PB-00347,CB-00828,1,Absolutely love it! Will buy again.,2024-10-04,store-b
REV-004239,PROD-A-00076,CUST-A-01328,3,"Excellent value for money, highly recommend!",2024-03-04,store-a
REV-004240,PB-00250,CB-00220,2,"Excellent value for money, highly recommend!",2024-12-08,store-b
REV-004241,PROD-A-00492,CUST-A-00651,5,"Okay for the price, gets the job done.",2025-10-12,store-a
REV-004242,PROD-A-00222,CUST-A-00714,2,"Average product, nothing special.",2024-04-20,store-a
REV-004243,PB-00122,CB-00898,5,Decent product for everyday use.,2024-04-14,store-b
REV-004244,PROD-A-00090,CUST-A-01164,5,"Great product, exactly what I needed!",2024-05-23,store-a
REV-004245,PROD-A-00479,CUST-A-00440,2,Best purchase I've made this year!,2025-04-21,store-a
REV-004246,PROD-A-00331,CUST-A-01463,3,Quality could be better for the price.,2024-10-18,store-a
REV-004247,PROD-A-00119,CUST-A-01356,3,"Okay for the price, gets the job done.",2025-07-15,store-a
REV-004248,PB-00374,CB-00433,1,Arrived on time and works perfectly.,2024-02-17,store-b
REV-004249,PROD-A-00070,CUST-A-00848,4,Arrived on time and works perfectly.,2024-01-13,store-a
REV-004250,PROD-A-00053,CUST-A-00603,4,"Average product, nothing special.",2025-11-26,store-a
REV-004251,PROD-A-00453,CUST-A-01674,1,"Great product, exactly what I needed!",2024-07-19,store-a
REV-004252,PB-00120,CB-00398,2,"Great product, exactly what I needed!",2025-05-20,store-b
REV-004253,PB-00084,CB-00846,5,"Broke after two weeks, terrible quality.",2024-01-13,store-b
REV-004254,PROD-A-00198,CUST-A-00157,2,"Broke after two weeks, terrible quality.",2024-07-17,store-a
REV-004255,PROD-A-00276,CUST-A-01883,1,"Great product, exactly what I needed!",2025-12-12,store-a
REV-004256,PROD-A-00120,CUST-A-00961,1,"Not as described, very disappointed.",2025-09-13,store-a
REV-004257,PROD-A-00322,CUST-A-01353,4,Good but shipping was too slow.,2024-09-14,store-a
REV-004258,PROD-A-00400,CUST-A-01191,1,"Excellent value for money, highly recommend!",2025-01-03,store-a
REV-004259,PROD-A-00407,CUST-A-00567,5,Decent product for everyday use.,2024-11-25,store-a
REV-004260,PB-00270,CB-01155,4,Quality could be better for the price.,2024-09-11,store-b
REV-004261,PB-00270,CB-00144,3,"Not as described, very disappointed.",2024-12-29,store-b
REV-004262,PROD-A-00224,CUST-A-01353,2,"Excellent value for money, highly recommend!",2024-08-04,store-a
REV-004263,PROD-A-00262,CUST-A-01583,2,"Broke after two weeks, terrible quality.",2025-06-20,store-a
REV-004264,PROD-A-00451,CUST-A-00938,4,Decent product for everyday use.,2024-08-31,store-a
REV-004265,PB-00213,CB-01456,4,Decent product for everyday use.,2024-12-26,store-b
REV-004266,PROD-A-00199,CUST-A-00088,3,"Perfect gift, the recipient loved it!",2025-08-21,store-a
REV-004267,PB-00105,CB-00927,3,Absolutely love it! Will buy again.,2024-05-02,store-b
REV-004268,PROD-A-00286,CUST-A-01120,2,"Not as described, very disappointed.",2025-01-11,store-a
REV-004269,PB-00318,CB-00771,5,Arrived on time and works perfectly.,2024-01-03,store-b
REV-004270,PROD-A-00379,CUST-A-00220,5,Decent product for everyday use.,2024-11-23,store-a
REV-004271,PROD-A-00410,CUST-A-00845,1,Quality could be better for the price.,2024-08-10,store-a
REV-004272,PB-00150,CB-00906,5,Good but shipping was too slow.,2025-11-15,store-b
REV-004273,PROD-A-00403,CUST-A-01926,5,Best purchase I've made this year!,2025-08-21,store-a
REV-004274,PROD-A-00006,CUST-A-00299,5,Quality could be better for the price.,2024-12-23,store-a
REV-004275,PROD-A-00446,CUST-A-01783,1,Absolutely love it! Will buy again.,2024-04-28,store-a
REV-004276,PROD-A-00250,CUST-A-01327,2,"Not as described, very disappointed.",2024-02-04,store-a
REV-004277,PROD-A-00279,CUST-A-00711,1,"Perfect gift, the recipient loved it!",2025-11-03,store-a
REV-004278,PB-00210,CB-00223,1,"Broke after two weeks, terrible quality.",2025-04-10,store-b
REV-004279,PROD-A-00271,CUST-A-00142,4,"Okay for the price, gets the job done.",2025-01-16,store-a
REV-004280,PB-00096,CB-00177,3,Exceeded my expectations in every way.,2025-09-21,store-b
REV-004281,PROD-A-00175,CUST-A-00626,4,Good but shipping was too slow.,2024-11-11,store-a
REV-004282,PB-00197,CB-00774,1,"Perfect gift, the recipient loved it!",2024-04-14,store-b
REV-004283,PROD-A-00435,CUST-A-01984,3,Good but shipping was too slow.,2024-05-03,store-a
REV-004284,PB-00218,CB-01096,1,"Would not recommend, poor build quality.",2024-09-04,store-b
REV-004285,PROD-A-00284,CUST-A-00620,2,Exceeded my expectations in every way.,2025-07-07,store-a
REV-004286,PB-00384,CB-00842,5,"Not as described, very disappointed.",2024-05-18,store-b
REV-004287,PB-00210,CB-01356,5,Arrived on time and works perfectly.,2025-12-24,store-b
REV-004288,PB-00135,CB-00304,3,Exceeded my expectations in every way.,2025-09-28,store-b
REV-004289,PB-00243,CB-00226,5,Absolutely love it! Will buy again.,2025-01-16,store-b
REV-004290,PROD-A-00264,CUST-A-01780,5,Arrived on time and works perfectly.,2025-09-08,store-a
REV-004291,PB-00266,CB-00703,3,"Not as described, very disappointed.",2024-11-29,store-b
REV-004292,PB-00381,CB-01043,1,"Would not recommend, poor build quality.",2025-04-20,store-b
REV-004293,PB-00138,CB-01240,5,"Not as described, very disappointed.",2024-12-11,store-b
REV-004294,PROD-A-00021,CUST-A-00531,4,"Perfect gift, the recipient loved it!",2025-02-02,store-a
REV-004295,PROD-A-00045,CUST-A-01739,4,"Broke after two weeks, terrible quality.",2025-08-26,store-a
REV-004296,PB-00396,CB-01382,1,Best purchase I've made this year!,2025-06-10,store-b
REV-004297,PB-00393,CB-00758,4,"Okay for the price, gets the job done.",2024-03-31,store-b
REV-004298,PROD-A-00022,CUST-A-01305,2,Decent product for everyday use.,2024-11-02,store-a
REV-004299,PROD-A-00122,CUST-A-00523,4,"Broke after two weeks, terrible quality.",2024-08-07,store-a
REV-004300,PROD-A-00187,CUST-A-01458,1,Exceeded my expectations in every way.,2024-08-17,store-a
REV-004301,PROD-A-00451,CUST-A-00329,5,"Broke after two weeks, terrible quality.",2025-06-03,store-a
REV-004302,PB-00047,CB-00928,4,Best purchase I've made this year!,2024-01-08,store-b
REV-004303,PROD-A-00230,CUST-A-01455,3,"Broke after two weeks, terrible quality.",2024-12-11,store-a
REV-004304,PB-00214,CB-00186,1,"Would not recommend, poor build quality.",2024-07-03,store-b
REV-004305,PROD-A-00347,CUST-A-00217,2,Best purchase I've made this year!,2025-04-30,store-a
REV-004306,PB-00102,CB-01027,1,Absolutely love it! Will buy again.,2025-03-27,store-b
REV-004307,PROD-A-00349,CUST-A-00213,3,Good but shipping was too slow.,2024-10-30,store-a
REV-004308,PB-00230,CB-01128,1,"Great product, exactly what I needed!",2025-02-01,store-b
REV-004309,PROD-A-00424,CUST-A-01477,3,Exceeded my expectations in every way.,2024-12-18,store-a
REV-004310,PROD-A-00267,CUST-A-01684,2,Best purchase I've made this year!,2024-02-05,store-a
REV-004311,PB-00363,CB-00966,3,"Perfect gift, the recipient loved it!",2024-07-14,store-b
REV-004312,PROD-A-00130,CUST-A-00428,1,Good but shipping was too slow.,2024-06-04,store-a
REV-004313,PB-00287,CB-01417,5,Exceeded my expectations in every way.,2025-04-02,store-b
REV-004314,PB-00265,CB-00264,4,Quality could be better for the price.,2025-09-13,store-b
REV-004315,PROD-A-00014,CUST-A-01156,2,Absolutely love it! Will buy again.,2025-05-11,store-a
REV-004316,PB-00138,CB-00731,4,"Okay for the price, gets the job done.",2024-02-13,store-b
REV-004317,PB-00309,CB-00061,2,Arrived on time and works perfectly.,2024-10-12,store-b
REV-004318,PROD-A-00384,CUST-A-01776,4,Arrived on time and works perfectly.,2024-06-13,store-a
REV-004319,PB-00133,CB-00713,1,"Would not recommend, poor build quality.",2025-03-02,store-b
REV-004320,PROD-A-00331,CUST-A-00392,3,"Average product, nothing special.",2024-06-24,store-a
REV-004321,PB-00191,CB-00506,3,"Not as described, very disappointed.",2024-09-22,store-b
REV-004322,PB-00258,CB-00180,3,Quality could be better for the price.,2024-03-27,store-b
REV-004323,PB-00180,CB-01318,2,"Excellent value for money, highly recommend!",2025-06-26,store-b
REV-004324,PB-00044,CB-01432,3,Absolutely love it! Will buy again.,2024-01-03,store-b
REV-004325,PROD-A-00052,CUST-A-00557,2,"Broke after two weeks, terrible quality.",2025-09-04,store-a
REV-004326,PROD-A-00246,CUST-A-01411,1,"Would not recommend, poor build quality.",2024-04-10,store-a
REV-004327,PROD-A-00116,CUST-A-01530,2,Quality could be better for the price.,2024-08-07,store-a
REV-004328,PB-00246,CB-00923,2,"Perfect gift, the recipient loved it!",2024-06-29,store-b
REV-004329,PROD-A-00201,CUST-A-00691,1,"Perfect gift, the recipient loved it!",2024-07-01,store-a
REV-004330,PB-00194,CB-00714,4,Good but shipping was too slow.,2024-01-05,store-b
REV-004331,PB-00058,CB-00938,4,Best purchase I've made this year!,2024-08-04,store-b
REV-004332,PB-00329,CB-00802,3,"Broke after two weeks, terrible quality.",2024-05-19,store-b
REV-004333,PB-00307,CB-00807,3,Arrived on time and works perfectly.,2024-08-11,store-b
REV-004334,PROD-A-00408,CUST-A-00672,5,Best purchase I've made this year!,2024-11-01,store-a
REV-004335,PB-00273,CB-00016,4,Quality could be better for the price.,2024-05-14,store-b
REV-004336,PROD-A-00141,CUST-A-01015,2,"Average product, nothing special.",2025-05-22,store-a
REV-004337,PROD-A-00390,CUST-A-00919,1,Good but shipping was too slow.,2025-12-26,store-a
REV-004338,PROD-A-00483,CUST-A-00449,4,Arrived on time and works perfectly.,2024-02-13,store-a
REV-004339,PROD-A-00245,CUST-A-01026,4,"Perfect gift, the recipient loved it!",2024-06-21,store-a
REV-004340,PROD-A-00003,CUST-A-01718,4,"Perfect gift, the recipient loved it!",2025-03-07,store-a
REV-004341,PROD-A-00411,CUST-A-01402,2,"Okay for the price, gets the job done.",2025-06-10,store-a
REV-004342,PB-00256,CB-00136,4,"Broke after two weeks, terrible quality.",2025-05-04,store-b
REV-004343,PB-00244,CB-01366,3,Absolutely love it! Will buy again.,2024-10-25,store-b
REV-004344,PB-00104,CB-01169,1,"Would not recommend, poor build quality.",2025-07-23,store-b
REV-004345,PB-00063,CB-00430,1,"Great product, exactly what I needed!",2025-09-19,store-b
REV-004346,PROD-A-00387,CUST-A-00669,5,"Not as described, very disappointed.",2024-12-22,store-a
REV-004347,PB-00125,CB-00160,3,Quality could be better for the price.,2024-05-22,store-b
REV-004348,PROD-A-00022,CUST-A-01504,2,"Excellent value for money, highly recommend!",2025-03-23,store-a
REV-004349,PROD-A-00496,CUST-A-01554,5,Exceeded my expectations in every way.,2025-11-13,store-a
REV-004350,PROD-A-00079,CUST-A-00137,5,Decent product for everyday use.,2024-05-25,store-a
REV-004351,PB-00089,CB-00793,4,"Excellent value for money, highly recommend!",2025-10-26,store-b
REV-004352,PB-00351,CB-00811,1,"Would not recommend, poor build quality.",2024-04-22,store-b
REV-004353,PROD-A-00259,CUST-A-00464,2,"Broke after two weeks, terrible quality.",2025-05-08,store-a
REV-004354,PROD-A-00136,CUST-A-01238,1,Good but shipping was too slow.,2024-03-28,store-a
REV-004355,PROD-A-00068,CUST-A-01396,1,Arrived on time and works perfectly.,2024-10-20,store-a
REV-004356,PROD-A-00036,CUST-A-00059,5,"Would not recommend, poor build quality.",2024-06-11,store-a
REV-004357,PROD-A-00469,CUST-A-00828,2,Good but shipping was too slow.,2024-04-15,store-a
REV-004358,PROD-A-00152,CUST-A-01610,3,Arrived on time and works perfectly.,2024-10-15,store-a
REV-004359,PROD-A-00359,CUST-A-00367,4,"Not as described, very disappointed.",2024-02-02,store-a
REV-004360,PB-00066,CB-00824,5,Absolutely love it! Will buy again.,2024-12-26,store-b
REV-004361,PROD-A-00439,CUST-A-01979,5,Exceeded my expectations in every way.,2024-11-08,store-a
REV-004362,PROD-A-00467,CUST-A-01355,5,"Not as described, very disappointed.",2025-04-19,store-a
REV-004363,PROD-A-00243,CUST-A-00311,2,"Not as described, very disappointed.",2024-10-28,store-a
REV-004364,PROD-A-00371,CUST-A-00853,1,Decent product for everyday use.,2024-09-11,store-a
REV-004365,PB-00354,CB-00699,5,Decent product for everyday use.,2024-04-30,store-b
REV-004366,PROD-A-00080,CUST-A-01795,2,Decent product for everyday use.,2024-12-13,store-a
REV-004367,PROD-A-00152,CUST-A-00440,2,Good but shipping was too slow.,2024-10-05,store-a
REV-004368,PB-00192,CB-00090,2,Quality could be better for the price.,2024-07-04,store-b
REV-004369,PB-00210,CB-01272,1,Absolutely love it! Will buy again.,2025-12-05,store-b
REV-004370,PB-00313,CB-01179,2,"Broke after two weeks, terrible quality.",2025-05-24,store-b
REV-004371,PROD-A-00126,CUST-A-01078,1,Exceeded my expectations in every way.,2024-06-11,store-a
REV-004372,PROD-A-00467,CUST-A-01395,4,Quality could be better for the price.,2025-07-13,store-a
REV-004373,PB-00037,CB-00765,5,"Okay for the price, gets the job done.",2024-04-10,store-b
REV-004374,PB-00253,CB-01489,2,"Average product, nothing special.",2025-02-08,store-b
REV-004375,PROD-A-00122,CUST-A-01676,4,Quality could be better for the price.,2025-12-19,store-a
REV-004376,PB-00044,CB-00387,2,"Not as described, very disappointed.",2025-07-06,store-b
REV-004377,PB-00269,CB-00872,3,Good but shipping was too slow.,2024-06-09,store-b
REV-004378,PB-00027,CB-00248,1,Decent product for everyday use.,2025-08-06,store-b
REV-004379,PROD-A-00288,CUST-A-00035,5,"Not as described, very disappointed.",2024-04-22,store-a
REV-004380,PROD-A-00201,CUST-A-00513,2,Absolutely love it! Will buy again.,2024-09-04,store-a
REV-004381,PROD-A-00026,CUST-A-00038,3,Absolutely love it! Will buy again.,2025-02-13,store-a
REV-004382,PROD-A-00427,CUST-A-00617,5,"Broke after two weeks, terrible quality.",2025-11-16,store-a
REV-004383,PROD-A-00161,CUST-A-00688,3,"Perfect gift, the recipient loved it!",2024-10-17,store-a
REV-004384,PB-00076,CB-01255,5,Arrived on time and works perfectly.,2024-07-21,store-b
REV-004385,PROD-A-00381,CUST-A-00713,4,"Broke after two weeks, terrible quality.",2025-01-30,store-a
REV-004386,PB-00338,CB-00249,3,"Okay for the price, gets the job done.",2024-08-10,store-b
REV-004387,PROD-A-00158,CUST-A-00492,5,"Excellent value for money, highly recommend!",2024-08-11,store-a
REV-004388,PROD-A-00046,CUST-A-01282,2,Best purchase I've made this year!,2025-09-10,store-a
REV-004389,PB-00170,CB-01436,2,Good but shipping was too slow.,2025-10-01,store-b
REV-004390,PB-00099,CB-00251,3,Good but shipping was too slow.,2024-03-08,store-b
REV-004391,PB-00106,CB-01464,1,Arrived on time and works perfectly.,2024-06-27,store-b
REV-004392,PROD-A-00289,CUST-A-01760,5,Decent product for everyday use.,2025-08-03,store-a
REV-004393,PROD-A-00283,CUST-A-00657,3,"Excellent value for money, highly recommend!",2024-12-13,store-a
REV-004394,PB-00276,CB-01449,3,Arrived on time and works perfectly.,2025-02-13,store-b
REV-004395,PB-00171,CB-01105,1,"Okay for the price, gets the job done.",2025-02-22,store-b
REV-004396,PB-00202,CB-01055,2,"Would not recommend, poor build quality.",2024-05-19,store-b
REV-004397,PB-00080,CB-01397,2,"Would not recommend, poor build quality.",2025-08-07,store-b
REV-004398,PB-00395,CB-00016,4,"Excellent value for money, highly recommend!",2025-05-13,store-b
REV-004399,PROD-A-00467,CUST-A-01429,1,Decent product for everyday use.,2024-04-25,store-a
REV-004400,PROD-A-00038,CUST-A-00355,4,Best purchase I've made this year!,2024-07-26,store-a
REV-004401,PROD-A-00046,CUST-A-00757,3,"Great product, exactly what I needed!",2024-06-20,store-a
REV-004402,PB-00275,CB-01420,4,Decent product for everyday use.,2025-04-06,store-b
REV-004403,PB-00267,CB-01421,5,Quality could be better for the price.,2024-04-28,store-b
REV-004404,PROD-A-00341,CUST-A-01271,4,"Broke after two weeks, terrible quality.",2024-10-25,store-a
REV-004405,PROD-A-00287,CUST-A-01147,1,"Average product, nothing special.",2025-10-21,store-a
REV-004406,PB-00316,CB-01158,4,"Average product, nothing special.",2024-04-04,store-b
REV-004407,PB-00087,CB-00381,4,"Okay for the price, gets the job done.",2025-01-19,store-b
REV-004408,PB-00171,CB-00422,1,Best purchase I've made this year!,2024-11-14,store-b
REV-004409,PROD-A-00196,CUST-A-00715,1,"Great product, exactly what I needed!",2025-05-22,store-a
REV-004410,PB-00025,CB-00416,2,"Broke after two weeks, terrible quality.",2025-01-28,store-b
REV-004411,PROD-A-00085,CUST-A-00500,4,Absolutely love it! Will buy again.,2025-10-02,store-a
REV-004412,PB-00362,CB-01383,2,"Excellent value for money, highly recommend!",2025-08-13,store-b
REV-004413,PB-00049,CB-00807,3,"Okay for the price, gets the job done.",2024-09-05,store-b
REV-004414,PROD-A-00323,CUST-A-00702,4,Arrived on time and works perfectly.,2025-10-21,store-a
REV-004415,PB-00014,CB-00235,4,Arrived on time and works perfectly.,2024-04-22,store-b
REV-004416,PROD-A-00428,CUST-A-01885,4,"Not as described, very disappointed.",2025-08-12,store-a
REV-004417,PB-00110,CB-00336,2,Decent product for everyday use.,2025-11-05,store-b
REV-004418,PROD-A-00081,CUST-A-00633,4,"Average product, nothing special.",2024-07-01,store-a
REV-004419,PB-00390,CB-00194,1,"Broke after two weeks, terrible quality.",2025-04-20,store-b
REV-004420,PROD-A-00405,CUST-A-01780,4,Arrived on time and works perfectly.,2024-11-23,store-a
REV-004421,PB-00310,CB-00722,4,"Perfect gift, the recipient loved it!",2024-02-12,store-b
REV-004422,PB-00090,CB-00833,3,"Average product, nothing special.",2025-10-28,store-b
REV-004423,PROD-A-00461,CUST-A-01289,5,"Great product, exactly what I needed!",2025-05-31,store-a
REV-004424,PROD-A-00377,CUST-A-01254,3,Decent product for everyday use.,2024-05-27,store-a
REV-004425,PROD-A-00188,CUST-A-00595,5,"Would not recommend, poor build quality.",2025-12-25,store-a
REV-004426,PROD-A-00162,CUST-A-00539,2,Decent product for everyday use.,2024-10-08,store-a
